"inventory","year","listings","city","median"
6.7,2003,6032,"Collin County",171000
7.1,2003,6367,"Collin County",172800
7.1,2003,6388,"Collin County",173700
6.9,2003,6337,"Collin County",180300
6.7,2003,6291,"Collin County",179000
6.3,2003,6064,"Collin County",178100
6.2,2003,5956,"Collin County",181900
5.9,2003,5726,"Collin County",175900
5.7,2003,5566,"Collin County",174700
5.4,2003,5319,"Collin County",177400
5.7,2004,5638,"Collin County",169600
5.9,2004,5798,"Collin County",175400
6,2004,5993,"Collin County",175500
6.1,2004,6224,"Collin County",174200
6.2,2004,6407,"Collin County",175800
6.1,2004,6373,"Collin County",183200
5.9,2004,6199,"Collin County",184200
5.9,2004,6182,"Collin County",182600
5.7,2004,6066,"Collin County",177700
5.4,2004,5788,"Collin County",185900
5.2,2004,5606,"Collin County",176300
4.8,2004,5156,"Collin County",176600
5.2,2005,5582,"Collin County",170700
5.4,2005,5907,"Collin County",177700
5.5,2005,6099,"Collin County",176600
5.7,2005,6425,"Collin County",183500
5.8,2005,6499,"Collin County",183600
5.7,2005,6510,"Collin County",186400
5.4,2005,6350,"Collin County",184900
4.7,2005,5716,"Collin County",184200
4.5,2005,5574,"Collin County",177200
4.3,2005,5381,"Collin County",192800
3.9,2005,5003,"Collin County",188000
4.2,2006,5372,"Collin County",186300
4.3,2006,5607,"Collin County",184000
4.7,2006,6082,"Collin County",183100
5,2006,6429,"Collin County",186200
5,2006,6563,"Collin County",198100
5,2006,6677,"Collin County",201600
5.1,2006,6891,"Collin County",200500
5,2006,6676,"Collin County",193400
5.2,2006,6853,"Collin County",189800
5.1,2006,6691,"Collin County",191500
4.9,2006,6488,"Collin County",192800
4.7,2006,6125,"Collin County",197200
4.9,2007,6446,"Collin County",188000
5.2,2007,6817,"Collin County",188100
5.7,2007,7468,"Collin County",196900
6.1,2007,7912,"Collin County",195900
6.3,2007,8091,"Collin County",205800
6.4,2007,8152,"Collin County",213400
6.3,2007,7981,"Collin County",204200
6.1,2007,7664,"Collin County",210000
6.2,2007,7695,"Collin County",197300
6,2007,7377,"Collin County",196000
5.7,2007,6983,"Collin County",205900
5.2,2007,6218,"Collin County",196600
5.5,2008,6526,"Collin County",195600
5.7,2008,6759,"Collin County",197300
6.1,2008,7106,"Collin County",203000
6.3,2008,7290,"Collin County",209500
6.2,2008,7043,"Collin County",207200
6.3,2008,7059,"Collin County",201800
6.1,2008,6767,"Collin County",211300
5.8,2008,6258,"Collin County",212200
5.6,2008,6045,"Collin County",194600
5.4,2008,5832,"Collin County",204400
5.4,2008,5635,"Collin County",193000
4.9,2008,5083,"Collin County",200300
5.1,2009,5209,"Collin County",188600
5.5,2009,5457,"Collin County",199100
5.8,2009,5646,"Collin County",194200
6,2009,5742,"Collin County",198000
6.2,2009,5808,"Collin County",208100
5.6,2009,5201,"Collin County",207200
5.5,2009,5099,"Collin County",208700
5.3,2009,4858,"Collin County",201800
4.9,2009,4544,"Collin County",194300
4.7,2009,4362,"Collin County",193600
4.4,2009,4260,"Collin County",186800
4.1,2009,3993,"Collin County",206800
4.5,2010,4331,"Collin County",193200
4.9,2010,4658,"Collin County",196600
5.1,2010,4967,"Collin County",197000
5.1,2010,5041,"Collin County",193400
5.3,2010,5331,"Collin County",198700
5.6,2010,5623,"Collin County",223100
6.1,2010,5925,"Collin County",224700
6,2010,5755,"Collin County",217500
6,2010,5541,"Collin County",210300
5.8,2010,5253,"Collin County",205700
5.6,2010,4958,"Collin County",219000
5,2010,4467,"Collin County",210400
5,2011,4461,"Collin County",196200
5.1,2011,4546,"Collin County",207100
5.3,2011,4730,"Collin County",201100
5.8,2011,5044,"Collin County",212700
5.9,2011,5012,"Collin County",207700
5.9,2011,5060,"Collin County",213100
5.5,2011,4837,"Collin County",218100
4.9,2011,4416,"Collin County",214600
4.5,2011,4143,"Collin County",214800
4.3,2011,3942,"Collin County",205700
4,2011,3665,"Collin County",194400
3.5,2011,3228,"Collin County",207000
3.5,2012,3255,"Collin County",203700
3.6,2012,3452,"Collin County",208300
3.7,2012,3577,"Collin County",202300
3.7,2012,3552,"Collin County",218500
3.6,2012,3598,"Collin County",217000
3.5,2012,3596,"Collin County",221200
3.5,2012,3605,"Collin County",223900
3.3,2012,3423,"Collin County",219000
3.1,2012,3251,"Collin County",220300
2.8,2012,2978,"Collin County",213000
2.4,2012,2633,"Collin County",212200
2.1,2012,2324,"Collin County",224200
2,2013,2303,"Collin County",224100
2.1,2013,2351,"Collin County",222100
2.1,2013,2372,"Collin County",228700
2,2013,2391,"Collin County",240200
2,2013,2487,"Collin County",243300
2.1,2013,2635,"Collin County",252600
2.2,2013,2748,"Collin County",241100
2.1,2013,2753,"Collin County",246000
1.9,2013,2577,"Collin County",239700
1.8,2013,2384,"Collin County",238800
1.6,2013,2179,"Collin County",242600
1.4,2013,1892,"Collin County",251100
1.5,2014,1961,"Collin County",233500
1.5,2014,2026,"Collin County",257000
1.5,2014,2048,"Collin County",259500
1.7,2014,2219,"Collin County",257400
1.8,2014,2417,"Collin County",261500
1.8,2014,2417,"Collin County",271600
1.9,2014,2518,"Collin County",271500
1.9,2014,2493,"Collin County",268500
1.8,2014,2345,"Collin County",256500
1.7,2014,2250,"Collin County",263400
1.5,2014,2038,"Collin County",267000
1.3,2014,1788,"Collin County",272200
1.3,2015,1780,"Collin County",268000
1.4,2015,1817,"Collin County",283400
1.4,2015,1811,"Collin County",285800
1.5,2015,2018,"Collin County",291400
1.6,2015,2220,"Collin County",304200
1.7,2015,2314,"Collin County",300400
2.1,2015,2809,"Collin County",292600
9.3,2000,2510,"Corpus Christi",78500
9.4,2000,2534,"Corpus Christi",78700
9.4,2000,2591,"Corpus Christi",85500
9.6,2000,2631,"Corpus Christi",80000
9.7,2000,2651,"Corpus Christi",90200
9.6,2000,2632,"Corpus Christi",93600
9.9,2000,2687,"Corpus Christi",90700
8,2000,2232,"Corpus Christi",85400
8.9,2000,2529,"Corpus Christi",86100
8.5,2000,2471,"Corpus Christi",82600
8.2,2000,2360,"Corpus Christi",90000
8.6,2001,2490,"Corpus Christi",86500
8.6,2001,2524,"Corpus Christi",85300
8.8,2001,2550,"Corpus Christi",84600
8.9,2001,2607,"Corpus Christi",85200
8.6,2001,2529,"Corpus Christi",90100
8.4,2001,2482,"Corpus Christi",91200
8.1,2001,2433,"Corpus Christi",89100
7.8,2001,2310,"Corpus Christi",92100
6.2,2001,1827,"Corpus Christi",88400
6.1,2001,1760,"Corpus Christi",92800
5.8,2001,1665,"Corpus Christi",89500
5.4,2001,1570,"Corpus Christi",93300
5.3,2002,1586,"Corpus Christi",92300
5.2,2002,1531,"Corpus Christi",91300
5,2002,1475,"Corpus Christi",85000
5.3,2002,1550,"Corpus Christi",93000
5,2002,1467,"Corpus Christi",95800
4.7,2002,1397,"Corpus Christi",95600
4.6,2002,1370,"Corpus Christi",93300
4.9,2002,1472,"Corpus Christi",93600
4.9,2002,1515,"Corpus Christi",93900
4.9,2002,1530,"Corpus Christi",95600
4.5,2002,1428,"Corpus Christi",1e+05
4.8,2003,1503,"Corpus Christi",93300
4.8,2003,1544,"Corpus Christi",99200
5,2003,1624,"Corpus Christi",98800
5.2,2003,1684,"Corpus Christi",103200
5.1,2003,1664,"Corpus Christi",107000
5.1,2003,1681,"Corpus Christi",107600
4.9,2003,1646,"Corpus Christi",108200
4.8,2003,1662,"Corpus Christi",102300
5,2003,1731,"Corpus Christi",97600
5,2003,1758,"Corpus Christi",104800
4.8,2003,1693,"Corpus Christi",104700
4.9,2004,1727,"Corpus Christi",99100
4.8,2004,1712,"Corpus Christi",98900
4.8,2004,1753,"Corpus Christi",112900
4.7,2004,1710,"Corpus Christi",104800
4.6,2004,1727,"Corpus Christi",116800
4.6,2004,1751,"Corpus Christi",118600
4.8,2004,1821,"Corpus Christi",116700
4.6,2004,1756,"Corpus Christi",114400
4.6,2004,1783,"Corpus Christi",118900
4.6,2004,1791,"Corpus Christi",116600
4.1,2004,1628,"Corpus Christi",120000
4.4,2004,1728,"Corpus Christi",113900
4.5,2005,1793,"Corpus Christi",112600
6.1,2005,2440,"Corpus Christi",120000
6.5,2005,2542,"Corpus Christi",116800
4.5,2005,1750,"Corpus Christi",115800
4.6,2005,1809,"Corpus Christi",122900
4.5,2005,1783,"Corpus Christi",129300
4.5,2005,1823,"Corpus Christi",127400
4.5,2005,1830,"Corpus Christi",130900
4.7,2005,1923,"Corpus Christi",127000
5.1,2005,2058,"Corpus Christi",127900
5,2005,2016,"Corpus Christi",136300
5.1,2005,2082,"Corpus Christi",130200
5.1,2006,2089,"Corpus Christi",126900
5.3,2006,2193,"Corpus Christi",125600
5.5,2006,2308,"Corpus Christi",127900
6.5,2006,2756,"Corpus Christi",131600
6,2006,2581,"Corpus Christi",132000
6.3,2006,2727,"Corpus Christi",136300
6.6,2006,2818,"Corpus Christi",134300
6.7,2006,2862,"Corpus Christi",128600
6.6,2006,2833,"Corpus Christi",127600
6.6,2006,2826,"Corpus Christi",125600
6.4,2006,2762,"Corpus Christi",129800
6.3,2006,2718,"Corpus Christi",135000
6.3,2007,2713,"Corpus Christi",132700
6.4,2007,2781,"Corpus Christi",122000
6.9,2007,2953,"Corpus Christi",136400
7.3,2007,3091,"Corpus Christi",133300
7.6,2007,3159,"Corpus Christi",132700
6,2007,2425,"Corpus Christi",143200
7.9,2007,3245,"Corpus Christi",141000
8.1,2007,3243,"Corpus Christi",146400
8.4,2007,3276,"Corpus Christi",134900
8.2,2007,3192,"Corpus Christi",143300
8,2007,3084,"Corpus Christi",130000
7.9,2007,2951,"Corpus Christi",139300
7.7,2008,2891,"Corpus Christi",127700
8.2,2008,3007,"Corpus Christi",136700
8.7,2008,3121,"Corpus Christi",144300
8.8,2008,3110,"Corpus Christi",147900
9.1,2008,3150,"Corpus Christi",143500
9.1,2008,3071,"Corpus Christi",146800
9.3,2008,3115,"Corpus Christi",135800
9.3,2008,3102,"Corpus Christi",138100
9.4,2008,3056,"Corpus Christi",139200
9.5,2008,3000,"Corpus Christi",130500
9.4,2008,2971,"Corpus Christi",133100
9.2,2009,2842,"Corpus Christi",129600
9.3,2009,2842,"Corpus Christi",133800
9.5,2009,2850,"Corpus Christi",122200
9.8,2009,2900,"Corpus Christi",122200
10.2,2009,2939,"Corpus Christi",133700
10.4,2009,2967,"Corpus Christi",140000
10.6,2009,2991,"Corpus Christi",138700
11.5,2009,3168,"Corpus Christi",138100
11,2009,3005,"Corpus Christi",144100
10.8,2009,3005,"Corpus Christi",135300
10.4,2009,2969,"Corpus Christi",138400
10.1,2009,2895,"Corpus Christi",136900
9.4,2010,2688,"Corpus Christi",125900
9.7,2010,2768,"Corpus Christi",119700
9.8,2010,2816,"Corpus Christi",137600
10,2010,2966,"Corpus Christi",133100
10.5,2010,3085,"Corpus Christi",143000
10.8,2010,3146,"Corpus Christi",135000
11.2,2010,3266,"Corpus Christi",148500
11,2010,3213,"Corpus Christi",137100
10.5,2010,2990,"Corpus Christi",134200
10.4,2010,2990,"Corpus Christi",138400
10.2,2010,2942,"Corpus Christi",138400
9.8,2011,2834,"Corpus Christi",128500
9.9,2011,2814,"Corpus Christi",143900
10,2011,2820,"Corpus Christi",132400
10.8,2011,2958,"Corpus Christi",130800
10.7,2011,2904,"Corpus Christi",139700
10,2011,2764,"Corpus Christi",145900
8.9,2011,2508,"Corpus Christi",135100
9.3,2011,2647,"Corpus Christi",134600
9.1,2011,2619,"Corpus Christi",128900
8.2,2011,2300,"Corpus Christi",141500
8.3,2011,2357,"Corpus Christi",138100
7.7,2012,2186,"Corpus Christi",127100
7.6,2012,2209,"Corpus Christi",137900
7.5,2012,2232,"Corpus Christi",132200
7.3,2012,2186,"Corpus Christi",139800
6.7,2012,2079,"Corpus Christi",147600
6.6,2012,2095,"Corpus Christi",144600
7.2,2012,2285,"Corpus Christi",148900
7,2012,2269,"Corpus Christi",144100
7.1,2012,2329,"Corpus Christi",143600
6.9,2012,2291,"Corpus Christi",139800
6.8,2012,2267,"Corpus Christi",154200
6.2,2012,2099,"Corpus Christi",142100
5.2,2013,1792,"Corpus Christi",135900
5.8,2013,2004,"Corpus Christi",140400
5.8,2013,2016,"Corpus Christi",143700
5.6,2013,1968,"Corpus Christi",143600
5.5,2013,1979,"Corpus Christi",154800
5.2,2013,1901,"Corpus Christi",160500
5.2,2013,1932,"Corpus Christi",163800
5.3,2013,1988,"Corpus Christi",154100
4.7,2013,1787,"Corpus Christi",156400
5.2,2013,1976,"Corpus Christi",156700
5.2,2013,1965,"Corpus Christi",156400
5,2013,1898,"Corpus Christi",144000
4.6,2014,1748,"Corpus Christi",155000
4.6,2014,1764,"Corpus Christi",168600
3.8,2014,1470,"Corpus Christi",164400
4.1,2014,1573,"Corpus Christi",160600
3.4,2014,1280,"Corpus Christi",169500
5.1,2014,1948,"Corpus Christi",170800
4.8,2014,1851,"Corpus Christi",175000
4.7,2014,1815,"Corpus Christi",172900
4.6,2014,1815,"Corpus Christi",164600
4.7,2014,1859,"Corpus Christi",168000
4.6,2014,1794,"Corpus Christi",172600
4.8,2014,1870,"Corpus Christi",174900
4.8,2015,1872,"Corpus Christi",162800
4.8,2015,1861,"Corpus Christi",174500
4.8,2015,1870,"Corpus Christi",173200
4.8,2015,1911,"Corpus Christi",175000
5.1,2015,2036,"Corpus Christi",186100
5.4,2015,2133,"Corpus Christi",189600
3.7,2000,13316,"Dallas",124400
3.7,2000,13495,"Dallas",127700
3.7,2000,13752,"Dallas",128500
3.7,2000,13752,"Dallas",132000
3.7,2000,14018,"Dallas",137100
3.8,2000,14392,"Dallas",138800
3.9,2000,14705,"Dallas",139600
3.9,2000,14607,"Dallas",134500
4,2000,15109,"Dallas",136000
4,2000,15212,"Dallas",134600
3.8,2000,14565,"Dallas",133200
3.6,2000,13762,"Dallas",138700
3.9,2001,14931,"Dallas",130300
4,2001,15389,"Dallas",139300
4.2,2001,16063,"Dallas",142400
4.5,2001,17059,"Dallas",140800
4.7,2001,17814,"Dallas",141700
4.8,2001,18372,"Dallas",146300
4.8,2001,18741,"Dallas",144300
4.8,2001,18584,"Dallas",141400
4.9,2001,18998,"Dallas",144500
5,2001,19403,"Dallas",136000
4.8,2001,18495,"Dallas",142300
4.4,2001,17290,"Dallas",142600
4.6,2002,18240,"Dallas",140700
4.8,2002,18927,"Dallas",143700
4.9,2002,19367,"Dallas",145200
5.1,2002,20139,"Dallas",144900
5.3,2002,21153,"Dallas",145600
5.6,2002,22043,"Dallas",148400
5.9,2002,23165,"Dallas",145100
5.9,2002,23056,"Dallas",145500
6.1,2002,23551,"Dallas",142800
6,2002,23458,"Dallas",143700
5.8,2002,22758,"Dallas",143400
5.5,2002,21559,"Dallas",148100
6,2003,23586,"Dallas",141900
6.3,2003,24381,"Dallas",145600
6.5,2003,25382,"Dallas",146100
6.7,2003,26210,"Dallas",146800
6.9,2003,26824,"Dallas",150600
6.9,2003,27169,"Dallas",154000
6.9,2003,27286,"Dallas",153400
6.6,2003,26604,"Dallas",153300
6.5,2003,26372,"Dallas",148300
6.3,2003,25757,"Dallas",143600
6.1,2003,25093,"Dallas",144500
5.8,2003,24013,"Dallas",147200
6.2,2004,25365,"Dallas",138900
6.2,2004,25849,"Dallas",146700
6.4,2004,26821,"Dallas",146600
6.5,2004,27938,"Dallas",148900
6.6,2004,28496,"Dallas",149600
6.6,2004,28725,"Dallas",159300
6.6,2004,28842,"Dallas",154500
6.5,2004,28612,"Dallas",152400
6.3,2004,28055,"Dallas",146300
6.2,2004,27386,"Dallas",148900
5.8,2004,26079,"Dallas",148900
5.3,2004,24190,"Dallas",148100
5.7,2005,25873,"Dallas",140200
5.9,2005,26794,"Dallas",147600
6,2005,27751,"Dallas",151700
6.2,2005,28745,"Dallas",152000
6.1,2005,28790,"Dallas",154400
6.1,2005,28875,"Dallas",158900
6.1,2005,29103,"Dallas",159800
5.6,2005,27562,"Dallas",154500
5.5,2005,27113,"Dallas",155100
5.3,2005,26468,"Dallas",158500
5,2005,24860,"Dallas",157100
5.2,2006,26232,"Dallas",149600
5.3,2006,26793,"Dallas",154100
5.4,2006,27795,"Dallas",154900
5.7,2006,29147,"Dallas",154800
5.7,2006,29775,"Dallas",164500
5.8,2006,30323,"Dallas",163400
5.9,2006,31191,"Dallas",164000
5.8,2006,30770,"Dallas",158300
5.9,2006,31030,"Dallas",150200
5.7,2006,30258,"Dallas",152300
5.4,2006,29060,"Dallas",154900
5.1,2006,27369,"Dallas",156300
5.3,2007,28328,"Dallas",149300
5.4,2007,29121,"Dallas",153500
5.8,2007,31281,"Dallas",158200
6.1,2007,32787,"Dallas",164100
6.3,2007,33283,"Dallas",163000
6.4,2007,33624,"Dallas",169100
6.4,2007,33414,"Dallas",163700
6.3,2007,32915,"Dallas",165700
6.4,2007,32907,"Dallas",157500
6.3,2007,32079,"Dallas",153500
6,2007,30563,"Dallas",155400
5.6,2007,27649,"Dallas",153700
5.9,2008,28933,"Dallas",146100
6,2008,29206,"Dallas",147400
6.3,2008,30124,"Dallas",159600
6.4,2008,30471,"Dallas",157600
6.5,2008,30340,"Dallas",162100
6.6,2008,30340,"Dallas",164400
6.6,2008,29724,"Dallas",163500
6.4,2008,28367,"Dallas",159300
6.2,2008,27406,"Dallas",150100
6.1,2008,26563,"Dallas",154300
6.2,2008,26573,"Dallas",144000
5.7,2008,24321,"Dallas",147600
6,2009,25070,"Dallas",138300
6.3,2009,25641,"Dallas",147200
6.6,2009,26346,"Dallas",147900
6.8,2009,26782,"Dallas",149100
7,2009,26918,"Dallas",164300
6.5,2009,24677,"Dallas",166600
6.5,2009,24387,"Dallas",163400
6.4,2009,23827,"Dallas",159600
6.2,2009,22979,"Dallas",155700
5.9,2009,22128,"Dallas",152700
5.6,2009,21552,"Dallas",151200
5.3,2009,20260,"Dallas",149800
5.7,2010,21825,"Dallas",140800
6.1,2010,22991,"Dallas",149800
6.3,2010,24125,"Dallas",156800
6.2,2010,24290,"Dallas",160100
6.4,2010,25680,"Dallas",161900
6.7,2010,26812,"Dallas",166700
7.2,2010,27709,"Dallas",167800
7.2,2010,27346,"Dallas",164900
7.2,2010,26745,"Dallas",155200
7.1,2010,25688,"Dallas",154100
6.8,2010,24254,"Dallas",154900
6.4,2010,22557,"Dallas",161900
6.4,2011,22432,"Dallas",149900
6.5,2011,22868,"Dallas",156700
6.8,2011,23641,"Dallas",152400
7.2,2011,24218,"Dallas",158200
7.3,2011,24258,"Dallas",163600
7.2,2011,23968,"Dallas",165700
6.9,2011,23300,"Dallas",164000
6.3,2011,21860,"Dallas",162600
6,2011,20823,"Dallas",157200
5.7,2011,19959,"Dallas",153100
5.3,2011,18690,"Dallas",149400
4.7,2011,16676,"Dallas",160300
4.7,2012,16721,"Dallas",150800
4.7,2012,17173,"Dallas",157100
4.7,2012,17433,"Dallas",167300
4.7,2012,17632,"Dallas",168700
4.7,2012,17726,"Dallas",175100
4.6,2012,17587,"Dallas",177900
4.4,2012,17314,"Dallas",176000
4.2,2012,16611,"Dallas",174200
4,2012,15994,"Dallas",173500
3.7,2012,15008,"Dallas",166700
3.3,2012,13908,"Dallas",168300
3,2012,12436,"Dallas",177800
2.9,2013,12360,"Dallas",163100
2.9,2013,12273,"Dallas",168100
2.8,2013,12249,"Dallas",180800
2.8,2013,12432,"Dallas",193300
2.8,2013,12785,"Dallas",198000
2.9,2013,13339,"Dallas",202800
2.9,2013,13685,"Dallas",199200
2.8,2013,13694,"Dallas",198000
2.7,2013,13145,"Dallas",188800
2.6,2013,12728,"Dallas",189200
2.4,2013,11895,"Dallas",186600
2.1,2013,10531,"Dallas",194900
2.1,2014,10603,"Dallas",180300
2.1,2014,10697,"Dallas",194600
2.2,2014,10796,"Dallas",199300
2.3,2014,11416,"Dallas",202300
2.5,2014,12208,"Dallas",209700
2.5,2014,12432,"Dallas",217100
2.6,2014,12869,"Dallas",215800
2.6,2014,12600,"Dallas",211400
2.4,2014,11903,"Dallas",205800
2.3,2014,11329,"Dallas",200400
2.1,2014,10441,"Dallas",205200
1.8,2014,9146,"Dallas",217400
1.8,2015,9063,"Dallas",203300
1.8,2015,8850,"Dallas",213700
1.8,2015,8932,"Dallas",224800
1.9,2015,9616,"Dallas",232500
2.1,2015,10355,"Dallas",241300
2.2,2015,11014,"Dallas",242300
2.4,2015,12292,"Dallas",233000
4.4,2000,2023,"Denton County",138700
4.5,2000,2085,"Denton County",130600
4.6,2000,2168,"Denton County",142100
4.6,2000,2192,"Denton County",140100
4.6,2000,2221,"Denton County",143500
4.5,2000,2209,"Denton County",152700
4.4,2000,2160,"Denton County",156200
4.2,2000,2135,"Denton County",143500
4.4,2000,2270,"Denton County",145000
4.3,2000,2238,"Denton County",146300
4.2,2000,2165,"Denton County",138800
4,2000,2058,"Denton County",150000
4.4,2001,2239,"Denton County",140800
4.6,2001,2379,"Denton County",145600
5.1,2001,2597,"Denton County",152200
5.2,2001,2657,"Denton County",150200
5.2,2001,2666,"Denton County",148100
5.4,2001,2785,"Denton County",152400
5.4,2001,2783,"Denton County",154900
5.2,2001,2716,"Denton County",157000
5.2,2001,2749,"Denton County",153600
5.2,2001,2745,"Denton County",144400
4.9,2001,2597,"Denton County",154900
4.6,2001,2497,"Denton County",150000
4.9,2002,2676,"Denton County",148200
5,2002,2753,"Denton County",151700
5.2,2002,2869,"Denton County",154500
5.5,2002,3038,"Denton County",155400
5.6,2002,3088,"Denton County",151900
5.8,2002,3168,"Denton County",155200
5.9,2002,3234,"Denton County",151500
6,2002,3259,"Denton County",153100
6.1,2002,3288,"Denton County",149900
5.9,2002,3183,"Denton County",152800
5.6,2002,3037,"Denton County",146800
5.3,2002,2906,"Denton County",153800
5.9,2003,3196,"Denton County",144900
6.3,2003,3349,"Denton County",149700
6.6,2003,3544,"Denton County",149500
6.7,2003,3619,"Denton County",152200
6.8,2003,3659,"Denton County",155500
7,2003,3808,"Denton County",161900
6.9,2003,3762,"Denton County",156600
6.7,2003,3694,"Denton County",158900
6.5,2003,3660,"Denton County",158000
6.4,2003,3611,"Denton County",149600
6.3,2003,3532,"Denton County",152800
6.1,2003,3415,"Denton County",148700
6.5,2004,3685,"Denton County",147600
6.6,2004,3763,"Denton County",152900
6.9,2004,3963,"Denton County",155800
7.1,2004,4113,"Denton County",155000
7.1,2004,4161,"Denton County",152000
6.8,2004,4121,"Denton County",166100
6.7,2004,4052,"Denton County",153300
6.5,2004,3982,"Denton County",158200
6.4,2004,3937,"Denton County",155100
6.1,2004,3818,"Denton County",156100
5.7,2004,3594,"Denton County",157500
5.2,2004,3364,"Denton County",152900
5.8,2005,3720,"Denton County",149700
5.8,2005,3805,"Denton County",153900
5.9,2005,3893,"Denton County",154500
6,2005,3986,"Denton County",152100
5.6,2005,3817,"Denton County",154900
5.5,2005,3813,"Denton County",164000
5.7,2005,3919,"Denton County",161000
5.2,2005,3646,"Denton County",159400
5.1,2005,3582,"Denton County",158600
4.9,2005,3466,"Denton County",164200
4.4,2005,3179,"Denton County",160000
4.6,2006,3287,"Denton County",156800
4.5,2006,3259,"Denton County",152900
4.7,2006,3399,"Denton County",159000
4.9,2006,3571,"Denton County",162300
4.9,2006,3627,"Denton County",165700
4.9,2006,3662,"Denton County",169400
5,2006,3725,"Denton County",165100
4.9,2006,3686,"Denton County",163900
4.9,2006,3649,"Denton County",155000
4.7,2006,3542,"Denton County",158800
4.6,2006,3435,"Denton County",168500
4.4,2006,3241,"Denton County",162000
4.6,2007,3397,"Denton County",159600
4.8,2007,3564,"Denton County",156000
5.2,2007,3844,"Denton County",168900
5.5,2007,4026,"Denton County",165600
5.6,2007,4029,"Denton County",164500
5.7,2007,4076,"Denton County",173200
5.6,2007,4021,"Denton County",168600
5.5,2007,3923,"Denton County",176500
5.5,2007,3872,"Denton County",170700
5.3,2007,3712,"Denton County",163000
5.1,2007,3511,"Denton County",159500
4.7,2007,3170,"Denton County",157900
5,2008,3361,"Denton County",158100
5.1,2008,3395,"Denton County",154900
5.5,2008,3600,"Denton County",164800
5.8,2008,3739,"Denton County",152000
5.8,2008,3718,"Denton County",163100
6,2008,3748,"Denton County",163800
5.9,2008,3589,"Denton County",164100
5.8,2008,3465,"Denton County",167600
5.6,2008,3360,"Denton County",161900
5.4,2008,3196,"Denton County",158500
5.3,2008,3098,"Denton County",153700
5,2008,2849,"Denton County",152500
5.3,2009,2981,"Denton County",148800
5.6,2009,3094,"Denton County",160200
6,2009,3264,"Denton County",156000
6.3,2009,3363,"Denton County",153800
6.6,2009,3436,"Denton County",168400
6,2009,3108,"Denton County",163500
5.9,2009,3083,"Denton County",166600
6,2009,3073,"Denton County",163700
5.8,2009,2937,"Denton County",156900
5.3,2009,2743,"Denton County",156300
5.1,2009,2694,"Denton County",156300
4.7,2009,2537,"Denton County",156400
5.2,2010,2787,"Denton County",158800
5.5,2010,2933,"Denton County",155200
5.7,2010,3084,"Denton County",160000
5.4,2010,3046,"Denton County",156800
5.7,2010,3281,"Denton County",164600
6.2,2010,3536,"Denton County",169900
6.7,2010,3659,"Denton County",175300
6.6,2010,3535,"Denton County",172000
6.4,2010,3373,"Denton County",159700
6.4,2010,3257,"Denton County",161500
6.2,2010,3111,"Denton County",162200
5.9,2010,2942,"Denton County",159600
5.9,2011,2954,"Denton County",155700
6,2011,2978,"Denton County",158900
6.5,2011,3171,"Denton County",152500
7,2011,3257,"Denton County",155000
7.1,2011,3221,"Denton County",163900
7,2011,3177,"Denton County",162400
6.6,2011,3123,"Denton County",164600
5.9,2011,2881,"Denton County",163800
5.5,2011,2707,"Denton County",157900
5.2,2011,2593,"Denton County",162600
4.9,2011,2446,"Denton County",155300
4.4,2011,2202,"Denton County",158700
4.3,2012,2192,"Denton County",153900
4.4,2012,2265,"Denton County",161700
4.5,2012,2380,"Denton County",163300
4.5,2012,2442,"Denton County",165300
4.6,2012,2531,"Denton County",172100
4.4,2012,2453,"Denton County",182500
4.1,2012,2358,"Denton County",174300
3.6,2012,2161,"Denton County",175500
3.4,2012,2031,"Denton County",176100
3,2012,1881,"Denton County",165700
2.8,2012,1760,"Denton County",175300
2.4,2012,1546,"Denton County",177500
2.3,2013,1531,"Denton County",168700
2.3,2013,1519,"Denton County",167500
2.3,2013,1565,"Denton County",177600
2.3,2013,1588,"Denton County",185700
2.3,2013,1669,"Denton County",188600
2.4,2013,1751,"Denton County",191500
2.5,2013,1834,"Denton County",193900
2.3,2013,1765,"Denton County",194500
2.2,2013,1696,"Denton County",180000
2.1,2013,1606,"Denton County",190000
1.9,2013,1471,"Denton County",186900
1.7,2013,1331,"Denton County",185300
1.7,2014,1354,"Denton County",185400
1.8,2014,1408,"Denton County",188600
1.8,2014,1399,"Denton County",197100
1.9,2014,1502,"Denton County",202300
2.2,2014,1678,"Denton County",206900
2.2,2014,1743,"Denton County",215900
2.3,2014,1810,"Denton County",209500
2.2,2014,1745,"Denton County",208100
2,2014,1576,"Denton County",208000
1.9,2014,1502,"Denton County",196800
1.7,2014,1358,"Denton County",212100
1.5,2014,1193,"Denton County",211600
1.4,2015,1151,"Denton County",216100
1.4,2015,1114,"Denton County",212500
1.5,2015,1196,"Denton County",226300
1.5,2015,1243,"Denton County",235400
1.7,2015,1422,"Denton County",239500
2,2015,1635,"Denton County",238000
2.2,2015,1817,"Denton County",229200
5.8,2000,2512,"El Paso",82100
5.9,2000,2572,"El Paso",76600
5.8,2000,2549,"El Paso",77100
5.9,2000,2525,"El Paso",79400
5.9,2000,2552,"El Paso",80100
6.4,2000,2685,"El Paso",82600
8,2000,3396,"El Paso",81700
6.3,2000,2661,"El Paso",78300
6.5,2000,2704,"El Paso",81900
6.5,2000,2704,"El Paso",84300
5.7,2000,2426,"El Paso",80400
6.1,2001,2588,"El Paso",86000
6.3,2001,2687,"El Paso",80500
8.1,2001,3420,"El Paso",82800
